Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min),Distance
34,4.9,Buffet ,motorcycle ,20,1.52
21,4.7,Meal ,motorcycle ,29,20.181
30,4.6,Snack ,electric_scooter ,30,3.025
36,5,Drinks ,scooter ,16,9.348
25,4.5,Meal ,motorcycle ,24,1.532
38,4.3,Snack ,scooter ,31,17.078
24,5,Drinks ,scooter ,12,6.119
31,4,Drinks ,motorcycle ,34,9.435
31,4.7,Snack ,electric_scooter ,29,12.117
27,4.6,Drinks ,motorcycle ,13,10.757
23,4.8,Buffet ,motorcycle ,11,3.105
29,4.6,Snack ,scooter ,29,16.598
25,4.7,Meal ,scooter ,23,20.183
38,4.5,Drinks ,electric_scooter ,24,1.513
32,4.8,Drinks ,motorcycle ,26,12.464
22,4.3,Buffet ,motorcycle ,36,10.43
35,4.9,Drinks ,scooter ,31,4.544
35,4.1,Buffet ,motorcycle ,46,17.098
34,4.8,Snack ,scooter ,18,9.435
22,3.5,Meal ,motorcycle ,33,10.726
29,4.6,Buffet ,scooter ,27,1.513
28,4.9,Snack ,scooter ,24,7.763
35,3.6,Meal ,motorcycle ,34,10.565
38,4.8,Meal ,scooter ,17,9.06
31,5,Meal ,motorcycle ,28,9.177
29,4.6,Meal ,electric_scooter ,27,1.573
26,5,Buffet ,scooter ,10,4.494
36,4.4,Snack ,motorcycle ,31,17.075
26,4.6,Drinks ,motorcycle ,32,4.674
38,4.1,Snack ,scooter ,41,20.507
25,4.3,Meal ,scooter ,37,13.406
25,5,Drinks ,scooter ,32,1.553
30,4.7,Meal ,motorcycle ,24,12.58
29,4.6,Snack ,motorcycle ,24,4.657
29,4.6,Snack ,scooter ,17,7.648
33,4.2,Meal ,scooter ,39,3.105
39,4.9,Buffet ,motorcycle ,26,12.464
34,4.5,Snack ,motorcycle ,28,4.663
37,4.2,Buffet ,motorcycle ,30,4.611
36,4.8,Meal ,motorcycle ,20,4.469
29,4.9,Meal ,motorcycle ,45,10.725
30,4.4,Buffet ,electric_scooter ,35,16.721
32,5,Buffet ,motorcycle ,43,10.603
21,4.8,Meal ,motorcycle ,13,10.725
24,4.2,Drinks ,scooter ,35,20.181
28,4.9,Snack ,motorcycle ,25,12.099
39,4.9,Snack ,motorcycle ,21,17.298
21,5,Meal ,scooter ,11,12.072
24,4.8,Snack ,motorcycle ,37,19.761
35,4.8,Buffet ,scooter ,29,4.579
25,4.5,Buffet ,motorcycle ,20,12.106
20,5,Snack ,motorcycle ,22,10.427
23,4.7,Meal ,scooter ,31,10.881
28,4.7,Meal ,scooter ,25,17.098
31,4.8,Meal ,motorcycle ,22,10.565
28,4.5,Buffet ,scooter ,16,10.427
20,3.9,Buffet ,motorcycle ,54,8.79
26,4.9,Buffet ,scooter ,22,19.364
34,4.6,Drinks ,scooter ,26,1.573
24,4.8,Snack ,motorcycle ,10,1.532
35,4.8,Buffet ,motorcycle ,43,14.022
31,4.7,Snack ,electric_scooter ,19,4.538
20,4.7,Drinks ,motorcycle ,28,12.109
32,4,Snack ,motorcycle ,31,1.513
25,4.7,Buffet ,scooter ,19,4.53
29,5,Snack ,motorcycle ,20,4.544
20,4.8,Drinks ,scooter ,14,7.45
23,4.7,Snack ,motorcycle ,42,20.852
33,5,Meal ,scooter ,25,13.612
24,4.8,Drinks ,motorcycle ,16,17.138
25,4.8,Drinks ,motorcycle ,22,9.181
29,4.6,Drinks ,motorcycle ,21,9.121
31,4.4,Buffet ,scooter ,37,19.915
38,4.8,Meal ,electric_scooter ,17,6.218
22,4.6,Snack ,motorcycle ,15,16.152
35,4.7,Buffet ,electric_scooter ,12,1.52
34,3.8,Meal ,scooter ,39,16.721
20,4.8,Snack ,scooter ,28,13.97
29,4.6,Buffet ,motorcycle ,16,1.573
20,3.5,Buffet ,motorcycle ,50,4.544
30,4.2,Meal ,scooter ,49,12.464
29,4.6,Snack ,motorcycle ,14,1.52
24,4.4,Meal ,motorcycle ,49,4.718
35,4,Snack ,scooter ,35,16.476
28,4.8,Snack ,scooter ,18,1.558
22,5,Meal ,scooter ,11,7.563
23,4.8,Drinks ,motorcycle ,33,10.906
32,4.3,Meal ,motorcycle ,28,1.573
22,4.9,Meal ,scooter ,16,3.065
34,4.6,Buffet ,motorcycle ,29,9.056
30,4.7,Snack ,motorcycle ,26,1.513
20,4.8,Snack ,motorcycle ,14,6.059
20,5,Meal ,motorcycle ,36,12.162
39,4.6,Drinks ,scooter ,24,4.395
27,4.7,Meal ,scooter ,11,3.019
35,4.8,Buffet ,electric_scooter ,27,2.98
24,4.8,Meal ,motorcycle ,26,19.916
25,4.9,Snack ,motorcycle ,17,9.06
28,4.8,Meal ,motorcycle ,14,6.129
33,4.6,Drinks ,scooter ,30,12.238
35,4.9,Meal ,scooter ,21,7.448
30,4.9,Drinks ,motorcycle ,35,10.866
31,4.9,Snack ,motorcycle ,29,9.315
31,4.8,Drinks ,scooter ,21,13.972
24,4.7,Drinks ,scooter ,16,3.145
33,5,Drinks ,scooter ,24,3.059
39,4.6,Buffet ,scooter ,18,16.611
37,4.5,Snack ,motorcycle ,24,8.953
26,4.8,Drinks ,motorcycle ,21,4.47
35,4.4,Buffet ,motorcycle ,32,7.547
29,4.8,Buffet ,scooter ,14,1.514
24,4.8,Drinks ,motorcycle ,19,1.532
25,4.9,Drinks ,electric_scooter ,27,19.363
20,4.5,Drinks ,motorcycle ,21,6.127
28,5,Snack ,scooter ,13,10.642
29,5,Buffet ,motorcycle ,21,1.509
37,4.8,Meal ,motorcycle ,27,3.019
30,4.8,Drinks ,electric_scooter ,28,1.514
23,5,Buffet ,scooter ,34,14.022
36,4.5,Snack ,motorcycle ,18,10.255
39,4.5,Drinks ,motorcycle ,37,13.83
28,4.9,Meal ,motorcycle ,13,7.763
32,4.8,Drinks ,scooter ,18,1.53
38,4.9,Snack ,motorcycle ,31,9.22
32,4.7,Snack ,scooter ,24,14.153
35,4.8,Meal ,scooter ,42,20.206
33,4.8,Snack ,motorcycle ,21,9.081
27,4.9,Buffet ,motorcycle ,32,19.977
28,4.9,Meal ,scooter ,17,10.588
27,4.6,Snack ,motorcycle ,22,6.21
23,5,Snack ,electric_scooter ,27,10.868
37,4.2,Drinks ,scooter ,37,12.464
36,4.9,Buffet ,motorcycle ,24,9.314
32,4.9,Snack ,motorcycle ,47,12.58
38,4.8,Buffet ,motorcycle ,17,9.056
38,4.8,Drinks ,motorcycle ,27,9.175
27,5,Drinks ,scooter ,16,7.863
31,4.4,Meal ,motorcycle ,53,10.756
21,4.2,Snack ,motorcycle ,16,3.073
26,4.7,Drinks ,scooter ,22,17.137
23,4.9,Snack ,motorcycle ,36,10.722
36,4.8,Meal ,scooter ,15,12.074
29,4.6,Meal ,motorcycle ,17,9.349
34,4.7,Buffet ,motorcycle ,26,6.211
20,4.9,Buffet ,motorcycle ,15,12.465
25,4.1,Buffet ,motorcycle ,28,9.348
36,4.6,Drinks ,motorcycle ,30,12.099
27,4.7,Snack ,motorcycle ,20,12.42
35,4.1,Meal ,motorcycle ,32,3.053
31,4.8,Meal ,scooter ,26,6.218
33,4.8,Drinks ,scooter ,22,17.298
23,5,Drinks ,scooter ,44,16.386
23,4.5,Drinks ,scooter ,26,20.183
29,4.7,Snack ,motorcycle ,14,17.298
29,4.8,Snack ,motorcycle ,26,6.232
30,5,Meal ,scooter ,19,7.631
39,4.9,Meal ,motorcycle ,25,3.074
34,4.3,Meal ,motorcycle ,36,4.528
36,4.8,Buffet ,motorcycle ,29,3.03
30,4.9,Drinks ,motorcycle ,24,9.22
29,4.8,Drinks ,motorcycle ,29,4.544
24,4.7,Meal ,scooter ,10,9.121
37,4.8,Drinks ,motorcycle ,18,3.104
29,4.6,Drinks ,motorcycle ,17,12.418
30,4.8,Drinks ,motorcycle ,16,12.162
21,4.7,Buffet ,motorcycle ,10,4.61
33,4.7,Snack ,motorcycle ,22,7.761
39,4.4,Meal ,motorcycle ,39,13.989
25,4.8,Drinks ,motorcycle ,22,7.763
26,4.7,Meal ,motorcycle ,18,8.79
30,5,Drinks ,scooter ,25,1.515
37,4.7,Meal ,motorcycle ,20,3.088
39,4.7,Buffet ,motorcycle ,24,2.938
21,4.9,Snack ,motorcycle ,19,12.099
31,4.1,Meal ,motorcycle ,33,6.218
38,4.9,Snack ,scooter ,25,5.959
35,4.9,Meal ,motorcycle ,36,19.341
29,4.6,Meal ,motorcycle ,15,19070.338
39,4.9,Snack ,scooter ,17,4.718
31,4.8,Meal ,scooter ,23,7.791
39,4.1,Meal ,motorcycle ,29,3.145
26,4.7,Snack ,scooter ,12,4.718
39,4.2,Snack ,scooter ,32,4.657
29,4.6,Snack ,scooter ,17,7.684
32,4,Buffet ,motorcycle ,46,4.718
34,4.9,Meal ,motorcycle ,36,12.58
25,4.8,Buffet ,scooter ,28,6.081
38,5,Meal ,motorcycle ,32,4.657
39,4.9,Buffet ,motorcycle ,30,9.315
33,4.3,Drinks ,motorcycle ,31,6.037
30,4.7,Snack ,motorcycle ,32,6.21
30,4.4,Snack ,scooter ,40,19.689
21,4.9,Meal ,motorcycle ,15,4.469
20,4.5,Drinks ,motorcycle ,51,6.037
28,4.6,Snack ,scooter ,17,4.718
26,4.6,Buffet ,motorcycle ,22,1.526
31,4.3,Buffet ,motorcycle ,48,2.996
27,4.6,Snack ,motorcycle ,43,11.008
32,5,Meal ,scooter ,25,19.891
23,4.9,Snack ,motorcycle ,10,3.041
26,4.9,Meal ,scooter ,25,7.661
34,5,Snack ,motorcycle ,30,16.721
37,4.7,Meal ,scooter ,25,7.661
21,4.9,Snack ,scooter ,24,4.674
28,4.6,Drinks ,motorcycle ,27,7.773
23,4.8,Buffet ,motorcycle ,11,3.145
33,4.7,Meal ,motorcycle ,25,16.637
37,4.5,Meal ,scooter ,16,4.663
22,4.9,Buffet ,motorcycle ,16,10.906
29,5,Drinks ,motorcycle ,27,13.831
32,4.6,Snack ,motorcycle ,24,4.469
36,4.9,Snack ,motorcycle ,15,4.632
37,4.7,Snack ,motorcycle ,26,4.675
31,4.8,Buffet ,motorcycle ,19,1.49
21,4.9,Buffet ,motorcycle ,18,9.193
29,4.6,Meal ,motorcycle ,12,10.417
35,4.5,Meal ,scooter ,44,13.404
36,4.9,Buffet ,motorcycle ,23,10.906
34,4.5,Snack ,motorcycle ,26,7.761
26,4.5,Drinks ,motorcycle ,22,1.561
39,4.7,Meal ,scooter ,19,10.427
33,4.7,Buffet ,scooter ,10,1.554
36,4.9,Snack ,motorcycle ,40,10.602
36,4.6,Meal ,scooter ,25,12.58
27,4.5,Drinks ,motorcycle ,20,1.509
37,4.8,Buffet ,electric_scooter ,28,7.567
28,4.7,Meal ,scooter ,17,7.863
21,4.7,Meal ,scooter ,15,16.635
28,4.3,Snack ,motorcycle ,21,1.558
26,3.9,Meal ,motorcycle ,46,4.537
39,4.7,Snack ,scooter ,18,6.147
27,4.8,Meal ,motorcycle ,10,1.51
38,4.7,Drinks ,motorcycle ,29,4.632
32,4.1,Buffet ,motorcycle ,42,9.055
25,5,Buffet ,motorcycle ,35,10.565
38,4.9,Meal ,scooter ,28,7.79
33,4.9,Snack ,motorcycle ,22,19.915
31,4.7,Drinks ,motorcycle ,17,6.147
22,4.6,Drinks ,motorcycle ,16,1.532
27,4.8,Buffet ,motorcycle ,22,19.688
31,4.9,Snack ,scooter ,23,4.597
29,4.5,Buffet ,motorcycle ,17,20.181
27,4.2,Meal ,motorcycle ,18,7.647
35,5,Snack ,motorcycle ,43,1.553
34,4.5,Drinks ,electric_scooter ,23,13.83
36,4.2,Buffet ,motorcycle ,33,9.193
38,5,Snack ,motorcycle ,25,3.105
25,4.6,Meal ,scooter ,19,4.395
27,4.8,Buffet ,scooter ,12,12.58
33,4.7,Drinks ,scooter ,10,4.657
32,4.8,Drinks ,motorcycle ,33,9.056
28,4.9,Buffet ,motorcycle ,27,4.469
25,4.2,Buffet ,motorcycle ,29,3.025
36,4.7,Drinks ,motorcycle ,25,3.074
26,4.9,Drinks ,scooter ,17,10.869
22,5,Snack ,motorcycle ,34,20.183
39,4.9,Buffet ,scooter ,29,10.906
34,4.7,Snack ,motorcycle ,34,9.363
33,4.8,Meal ,scooter ,28,2.996
31,4.6,Snack ,motorcycle ,26,7.773
35,5,Drinks ,scooter ,37,6.211
29,4.7,Meal ,scooter ,23,19.363
32,3.8,Drinks ,motorcycle ,31,16.721
29,4,Meal ,motorcycle ,33,12.254
23,4.9,Buffet ,motorcycle ,13,6.209
24,5,Buffet ,motorcycle ,11,3.019
39,4.7,Snack ,electric_scooter ,16,1.513
20,4.9,Snack ,motorcycle ,16,3.074
31,4.6,Drinks ,motorcycle ,17,13.406
22,4.9,Buffet ,motorcycle ,22,16.828
34,4.7,Drinks ,motorcycle ,40,20.443
29,4.6,Snack ,motorcycle ,13,4.541
29,4.9,Buffet ,scooter ,17,4.718
34,4.8,Meal ,motorcycle ,28,10.565
25,4.8,Buffet ,motorcycle ,15,6.04
25,4.9,Meal ,scooter ,29,7.761
35,4.8,Drinks ,motorcycle ,30,9.088
24,4.5,Meal ,motorcycle ,24,9.176
28,4.6,Meal ,motorcycle ,11,1.52
20,4.9,Meal ,motorcycle ,24,12.161
37,5,Meal ,scooter ,29,10.866
38,3.8,Drinks ,motorcycle ,33,11.008
34,4.8,Snack ,scooter ,17,3.105
29,4.7,Snack ,motorcycle ,17,1.555
27,4.4,Buffet ,motorcycle ,33,10.708
27,4.1,Snack ,motorcycle ,44,10.641
38,4.8,Buffet ,electric_scooter ,27,3.105
37,4.1,Buffet ,motorcycle ,38,10.603
37,5,Drinks ,scooter ,18,7.863
35,4.6,Drinks ,motorcycle ,37,13.974
25,4.9,Snack ,scooter ,20,6.038
28,4.8,Snack ,electric_scooter ,37,20.852
33,4.6,Buffet ,motorcycle ,19,3.019
29,4.9,Snack ,motorcycle ,24,12.464
21,4.7,Snack ,scooter ,15,16.721
27,4.6,Drinks ,scooter ,12,1.52
32,4.9,Meal ,scooter ,16,7.325
29,4.6,Drinks ,motorcycle ,26,14.022
35,4.5,Buffet ,motorcycle ,20,3.105
37,3.6,Snack ,scooter ,38,13.184
28,5,Buffet ,motorcycle ,15,4.561
32,4.7,Buffet ,motorcycle ,25,13.83
29,4.8,Drinks ,scooter ,10,4.396
38,4.8,Snack ,scooter ,17,3.074
28,4.8,Drinks ,scooter ,16,2.937
20,4.9,Buffet ,motorcycle ,27,4.663
23,4.7,Buffet ,motorcycle ,33,19.472
23,5,Buffet ,scooter ,30,17.077
25,4.7,Meal ,motorcycle ,28,20.253
39,4.9,Buffet ,motorcycle ,39,10.641
25,4.7,Snack ,scooter ,19,7.632
29,4.6,Snack ,scooter ,34,13.217
28,4.5,Buffet ,scooter ,23,20.207
25,4.6,Drinks ,motorcycle ,17,16.152
38,4.8,Snack ,motorcycle ,28,1.532
29,4.6,Snack ,motorcycle ,19,19.472
38,4.7,Meal ,scooter ,16,8.943
23,4.6,Meal ,scooter ,19,8.94
28,4.1,Buffet ,scooter ,44,12.418
20,4.7,Meal ,scooter ,20,12.1
27,4.2,Snack ,scooter ,39,10.757
33,4.9,Meal ,motorcycle ,14,3.109
39,4.3,Buffet ,motorcycle ,40,14.153
38,4.1,Buffet ,motorcycle ,36,10.725
34,4.1,Buffet ,scooter ,35,1.532
26,4.8,Snack ,motorcycle ,14,9.264
21,4.2,Buffet ,motorcycle ,23,9.316
22,4.7,Drinks ,electric_scooter ,26,20.969
26,4.6,Snack ,motorcycle ,21,4.663
25,4.9,Snack ,scooter ,28,13.612
32,5,Buffet ,motorcycle ,33,9.326
23,4.6,Drinks ,motorcycle ,21,7.762
26,4.4,Buffet ,motorcycle ,22,3.03
37,5,Snack ,motorcycle ,36,1.509
38,4.2,Meal ,motorcycle ,33,6.218
20,4.4,Snack ,scooter ,34,7.772
20,4.9,Buffet ,scooter ,24,16.635
29,5,Drinks ,motorcycle ,48,13.766
27,4.8,Meal ,scooter ,16,3.03
21,4.6,Drinks ,scooter ,24,17.075
37,4.8,Meal ,motorcycle ,37,10.641
35,4.9,Snack ,motorcycle ,48,10.906
26,4.7,Meal ,motorcycle ,11,9.122
37,4.9,Snack ,motorcycle ,14,2.985
23,5,Drinks ,motorcycle ,24,19.916
34,4.5,Drinks ,motorcycle ,18,13.785
31,4.3,Meal ,motorcycle ,37,16.66
36,4.4,Drinks ,scooter ,39,14.045
35,4.8,Snack ,scooter ,20,10.587
29,2.5,Drinks ,scooter ,41,14.153
34,5,Buffet ,scooter ,19,7.863
20,4.9,Meal ,motorcycle ,16,7.601
23,4.6,Snack ,scooter ,21,6.129
24,4.7,Drinks ,electric_scooter ,13,1.537
24,4.8,Meal ,motorcycle ,29,4.528
37,4.6,Drinks ,motorcycle ,36,20.181
31,4.8,Drinks ,motorcycle ,30,7.762
28,4.7,Drinks ,motorcycle ,24,20.255
34,4.6,Meal ,motorcycle ,19,7.601
36,5,Meal ,motorcycle ,27,19.044
30,3.7,Snack ,motorcycle ,34,16.787
24,4.6,Buffet ,motorcycle ,21,12.162
24,4.7,Buffet ,motorcycle ,38,13.789
24,4.9,Buffet ,motorcycle ,18,3.041
31,4.7,Drinks ,motorcycle ,41,13.681
32,4.9,Meal ,motorcycle ,42,13.631
21,4.6,Snack ,electric_scooter ,29,12.58
33,4.1,Snack ,motorcycle ,35,17.079
37,4.7,Meal ,motorcycle ,20,12.074
22,4.4,Meal ,motorcycle ,43,17.298
31,4.9,Buffet ,electric_scooter ,30,4.657
23,4.8,Meal ,motorcycle ,15,10.565
38,4.3,Buffet ,electric_scooter ,48,19.688
28,4.5,Snack ,motorcycle ,28,16.788
27,4.8,Drinks ,motorcycle ,24,14.022
20,4.6,Meal ,motorcycle ,14,6.129
37,4.9,Meal ,electric_scooter ,19,3.025
21,4.3,Buffet ,motorcycle ,34,16.902
23,4.6,Drinks ,scooter ,13,20.254
27,4.9,Buffet ,motorcycle ,19,7.66
38,4.2,Buffet ,motorcycle ,31,2.931
35,5,Meal ,scooter ,47,10.588
36,4.3,Meal ,motorcycle ,31,9.122
26,4.1,Drinks ,motorcycle ,21,4.541
33,4.5,Buffet ,motorcycle ,24,9.22
29,4.6,Buffet ,motorcycle ,31,10.587
21,4.7,Buffet ,scooter ,35,19.659
25,4.6,Snack ,motorcycle ,15,12.436
29,4.6,Snack ,scooter ,14,13.972
39,4.9,Buffet ,motorcycle ,19,2.98
32,4.8,Meal ,scooter ,20,3.025
31,4.8,Buffet ,motorcycle ,19,6.129
28,4.7,Snack ,scooter ,17,10.758
24,4.7,Drinks ,scooter ,18,13.62
27,4.4,Meal ,motorcycle ,15,2.98
37,4.7,Drinks ,motorcycle ,39,10.869
39,4.3,Snack ,motorcycle ,35,19.619
34,4.8,Meal ,motorcycle ,25,12.073
34,3.5,Snack ,motorcycle ,33,11.008
38,5,Buffet ,scooter ,27,12.161
29,4.7,Meal ,motorcycle ,12,7.761
31,4.8,Meal ,motorcycle ,23,4.528
33,4.9,Snack ,motorcycle ,36,3.027
29,4.6,Snack ,electric_scooter ,24,4.589
25,5,Meal ,motorcycle ,42,13.407
39,3.8,Drinks ,scooter ,37,19.883
21,4.6,Snack ,motorcycle ,11,4.718
26,4.6,Snack ,motorcycle ,30,19.344
30,4.8,Snack ,scooter ,26,3.025
20,4.7,Snack ,motorcycle ,25,20.848
23,4.6,Snack ,motorcycle ,39,12.243
24,4.9,Buffet ,scooter ,10,1.532
34,4.4,Buffet ,motorcycle ,40,10.594
23,4.9,Buffet ,motorcycle ,41,12.257
21,4.9,Meal ,motorcycle ,10,10.642
36,4.8,Snack ,motorcycle ,39,12.079
22,4.6,Meal ,scooter ,27,7.562
28,4.8,Buffet ,scooter ,19,13.681
25,4.6,Snack ,motorcycle ,21,9.435
21,4.9,Drinks ,motorcycle ,17,7.661
35,4.8,Meal ,motorcycle ,44,12.418
29,4.6,Meal ,scooter ,20,16.389
21,4.6,Drinks ,motorcycle ,11,5.959
22,4.9,Meal ,motorcycle ,26,20.181
30,4.7,Meal ,scooter ,26,7.79
24,4.7,Meal ,motorcycle ,15,6.218
29,4.9,Drinks ,scooter ,37,10.587
28,4.8,Snack ,scooter ,17,5.959
28,4.8,Buffet ,motorcycle ,24,20.181
28,5,Buffet ,electric_scooter ,11,13.612
24,4.8,Meal ,motorcycle ,30,20.181
35,4.1,Meal ,scooter ,31,10.254
29,4.9,Snack ,motorcycle ,25,14.022
39,4.7,Drinks ,scooter ,25,1.552
29,4.6,Snack ,scooter ,24,17.138
36,4.6,Snack ,motorcycle ,22,4.663
23,4.8,Meal ,scooter ,19,12.099
30,3.8,Snack ,scooter ,32,19.916
38,4.5,Meal ,scooter ,29,7.761
29,4.6,Snack ,scooter ,21,16.385
27,4.5,Buffet ,scooter ,26,13.406
35,4.6,Meal ,motorcycle ,51,19.364
21,4.6,Buffet ,motorcycle ,27,4.596
25,4.6,Meal ,scooter ,17,6.037
39,5,Buffet ,electric_scooter ,18,3.025
27,4.7,Buffet ,scooter ,15,9.18
35,4.8,Drinks ,motorcycle ,27,3.116
29,4.6,Snack ,scooter ,30,4.53
32,4.5,Meal ,motorcycle ,25,6.29
28,5,Buffet ,scooter ,21,5.959
37,4.8,Snack ,motorcycle ,12,4.657
36,4.8,Snack ,motorcycle ,22,7.763
29,4.9,Drinks ,motorcycle ,40,20.443
27,4.8,Meal ,scooter ,18,20.831
32,5,Drinks ,motorcycle ,16,9.316
22,4.8,Drinks ,motorcycle ,20,4.597
29,4.3,Drinks ,motorcycle ,44,4.538
24,4.6,Snack ,motorcycle ,38,12.293
30,5,Drinks ,motorcycle ,37,19.762
25,4.5,Drinks ,scooter ,16,1.49
38,4.9,Buffet ,motorcycle ,26,1.553
26,4.9,Buffet ,electric_scooter ,14,9.435
35,4.2,Drinks ,motorcycle ,24,9.121
38,4.2,Meal ,scooter ,33,13.99
30,5,Meal ,motorcycle ,29,9.061
25,4.6,Drinks ,motorcycle ,45,10.708
36,4.9,Meal ,motorcycle ,25,7.562
24,4.5,Snack ,motorcycle ,18,4.47
20,4.6,Buffet ,motorcycle ,30,19.688
26,4.8,Snack ,motorcycle ,38,11.917
36,4.6,Buffet ,scooter ,18,12.233
26,4.9,Buffet ,motorcycle ,28,4.664
36,4.7,Drinks ,scooter ,28,12.417
20,4.6,Meal ,motorcycle ,30,10.866
29,4.6,Buffet ,motorcycle ,15,18097.339
34,4.9,Buffet ,motorcycle ,29,6.218
28,4.7,Meal ,motorcycle ,22,12.418
22,5,Drinks ,electric_scooter ,15,12.58
22,4.8,Snack ,scooter ,13,1.513
31,4.9,Drinks ,scooter ,29,1.537
32,4.6,Meal ,scooter ,25,9.326
29,4.6,Meal ,scooter ,16,16.413
30,4.8,Snack ,scooter ,29,6.121
22,5,Buffet ,scooter ,16,1.554
25,4.9,Drinks ,scooter ,17,4.658
39,4.8,Buffet ,scooter ,30,4.469
30,4.1,Buffet ,motorcycle ,39,16.635
30,4.9,Meal ,motorcycle ,25,3.116
22,5,Drinks ,scooter ,10,19.76
39,4.7,Meal ,scooter ,29,6.081
20,5,Buffet ,scooter ,38,20.887
29,4.7,Meal ,scooter ,21,7.661
24,4.6,Meal ,scooter ,11,4.59
33,4.9,Buffet ,scooter ,15,16.601
29,4.6,Buffet ,scooter ,29,17.079
35,4,Buffet ,scooter ,37,7.563
26,4.7,Meal ,scooter ,19,10.881
25,4.9,Snack ,scooter ,16,16.385
37,5,Drinks ,scooter ,27,9.363
38,4.9,Snack ,motorcycle ,26,9.122
38,4.5,Snack ,scooter ,36,20.848
32,4.3,Buffet ,motorcycle ,33,9.315
25,4.7,Snack ,motorcycle ,29,13.611
38,4.6,Meal ,motorcycle ,46,7.684
33,4.2,Meal ,motorcycle ,46,7.449
38,4.7,Drinks ,scooter ,10,3.145
20,4.7,Drinks ,motorcycle ,29,3464.083
35,4.6,Drinks ,scooter ,21,19.689
23,4.8,Snack ,scooter ,18,3.145
37,4,Snack ,motorcycle ,47,16.721
29,4.4,Meal ,motorcycle ,18,3.025
30,4.8,Meal ,scooter ,22,16.384
24,4.8,Meal ,scooter ,27,17.298
31,4.6,Meal ,scooter ,24,12.42
24,4.5,Buffet ,scooter ,23,16.637
21,4.6,Meal ,motorcycle ,24,10.603
35,5,Snack ,scooter ,16,14.022
33,4.1,Drinks ,motorcycle ,41,10.707
27,4.6,Buffet ,motorcycle ,41,17.098
39,4,Snack ,motorcycle ,38,10.881
25,4.9,Buffet ,scooter ,13,17.098
24,4.6,Snack ,motorcycle ,20,3.074
31,4,Meal ,motorcycle ,34,6.232
29,4.6,Drinks ,motorcycle ,37,16.821
25,4.6,Snack ,scooter ,16,13.582
21,4.6,Buffet ,motorcycle ,34,12.436
38,4.9,Buffet ,scooter ,23,10.603
31,4.9,Meal ,scooter ,29,13.972
23,4.2,Buffet ,motorcycle ,35,10.602
35,4.8,Buffet ,motorcycle ,18,7.763
39,4.4,Snack ,motorcycle ,31,4.544
24,5,Snack ,motorcycle ,19,4.718
28,4.7,Snack ,motorcycle ,11,6.218
29,4.6,Drinks ,motorcycle ,26,7.863
27,4.6,Meal ,electric_scooter ,29,7.647
37,4.8,Snack ,scooter ,27,13.186
27,4.6,Meal ,scooter ,15,9.435
24,4.7,Snack ,scooter ,17,20.443
32,4.7,Drinks ,scooter ,30,4.597
33,4.1,Snack ,motorcycle ,32,19.616
36,4.7,Snack ,electric_scooter ,29,4.591
36,4.3,Drinks ,electric_scooter ,32,9.122
22,4.7,Meal ,motorcycle ,23,7.683
21,4.6,Buffet ,motorcycle ,26,6.05
35,4.5,Drinks ,motorcycle ,27,4.597
34,4.8,Drinks ,motorcycle ,43,19.661
20,4.7,Buffet ,motorcycle ,17,4.718
22,4.7,Snack ,scooter ,16,9.193
23,4.7,Drinks ,motorcycle ,16,20.207
22,4.5,Buffet ,scooter ,25,6.29
29,4.6,Snack ,electric_scooter ,36,12.436
23,4.7,Drinks ,motorcycle ,48,20.857
22,4.4,Snack ,motorcycle ,39,16.788
33,4.5,Drinks ,scooter ,35,12.293
29,4.6,Meal ,motorcycle ,24,13.788
20,4.6,Snack ,motorcycle ,26,19.661
37,4,Meal ,motorcycle ,39,12.58
29,4.6,Meal ,bicycle ,28,6.218
20,4.7,Buffet ,motorcycle ,19,9.327
24,4.4,Buffet ,motorcycle ,34,3.116
20,4.9,Drinks ,motorcycle ,17,1.558
28,4.7,Drinks ,scooter ,29,14.022
32,4.8,Meal ,motorcycle ,44,13.428
36,4.8,Snack ,motorcycle ,27,1.513
35,4.7,Buffet ,electric_scooter ,19,7.863
23,4.7,Meal ,motorcycle ,19,7.651
22,4.8,Meal ,electric_scooter ,25,10.641
29,4.8,Drinks ,motorcycle ,30,13.683
23,4.5,Buffet ,motorcycle ,23,1.509
27,4.4,Buffet ,electric_scooter ,35,11.008
28,4.8,Meal ,motorcycle ,19,3.074
22,4.7,Drinks ,motorcycle ,33,7.763
29,4.6,Snack ,electric_scooter ,33,2749.406
37,4.9,Snack ,motorcycle ,22,4.674
28,4.3,Meal ,motorcycle ,31,6.29
32,4.8,Meal ,motorcycle ,37,17.098
30,4.6,Buffet ,scooter ,19,6.29
20,4.6,Snack ,scooter ,10,4.596
30,4.1,Meal ,motorcycle ,37,12.162
21,4.5,Meal ,motorcycle ,29,7.601
20,4.5,Drinks ,motorcycle ,19,16.635
34,4.8,Drinks ,scooter ,28,17.165
21,4.9,Drinks ,motorcycle ,25,12.435
21,4.5,Meal ,motorcycle ,32,12.117
28,4.9,Meal ,scooter ,17,12.464
39,4.6,Snack ,motorcycle ,30,13.829
33,4.4,Buffet ,motorcycle ,32,5.96
34,4.5,Buffet ,motorcycle ,29,10.906
33,5,Buffet ,motorcycle ,33,13.58
23,4.5,Meal ,electric_scooter ,18,3.06
